abv,ibu,id,name,style,brewery_id,ounces,brewery_idbrewery_,namebrewery_,city,state
0.05,40.0,1815,SPRYE,American Pale Ale (APA),91,12.0,91,Madtree Brewing Company,Cincinnati, OH
0.069,70.0,1126,Psychopathy,American IPA,91,12.0,91,Madtree Brewing Company,Cincinnati, OH
0.07,32.0,1125,Gnarly Brown,American Brown Ale,91,12.0,91,Madtree Brewing Company,Cincinnati, OH
0.06,30.0,1124,Happy Amber,American Amber / Red Ale,91,12.0,91,Madtree Brewing Company,Cincinnati, OH
0.051,20.0,1813,#9,Fruit / Vegetable Beer,303,16.0,303,Magic Hat Brewing Company,South Burlington, VT
0.055,13.0,1113,Elder Betty,Hefeweizen,303,12.0,303,Magic Hat Brewing Company,South Burlington, VT
0.051,20.0,360,#9,Fruit / Vegetable Beer,303,12.0,303,Magic Hat Brewing Company,South Burlington, VT
0.045,21.0,1625,Belgian Style Session Ale,Belgian Pale Ale,356,12.0,356,Manayunk Brewing Company,Philadelphia, PA
0.05,18.0,1484,Summer Paradise,American Pale Wheat Ale,356,12.0,356,Manayunk Brewing Company,Philadelphia, PA
0.09,30.0,1356,Monk from the 'Yunk,Tripel,356,12.0,356,Manayunk Brewing Company,Philadelphia, PA
0.06,14.0,1355,Schuylkill Punch,Fruit / Vegetable Beer,356,12.0,356,Manayunk Brewing Company,Philadelphia, PA
0.085,85.0,1334,Dreamin' Double IPA,American Double / Imperial IPA,356,12.0,356,Manayunk Brewing Company,Philadelphia, PA
0.099,93.0,1674,Chaotic Double IPA,American Double / Imperial IPA,346,12.0,346,Manzanita Brewing Company,Santee, CA
0.08,88.0,1673,Manzanita IPA,American IPA,346,12.0,346,Manzanita Brewing Company,Santee, CA
0.06,25.0,1672,Riverwalk Blonde Ale,American Blonde Ale,346,12.0,346,Manzanita Brewing Company,Santee, CA
0.095,49.0,1671,Gillespie Brown Ale,American Brown Ale,346,12.0,346,Manzanita Brewing Company,Santee, CA
0.066,44.0,1670,Manzanita Pale Ale,American Pale Ale (APA),346,12.0,346,Manzanita Brewing Company,Santee, CA
0.05,20.0,2308,River House,Saison / Farmhouse Ale,161,16.0,161,Martin House Brewing Company,Fort Worth, TX
0.065,47.0,2268,Pretzel Stout,American Stout,161,16.0,161,Martin House Brewing Company,Fort Worth, TX
0.05,35.0,2197,Rubberneck Red,American Amber / Red Ale,161,16.0,161,Martin House Brewing Company,Fort Worth, TX
0.065,60.0,1831,Our Legacy IPA,American IPA,299,12.0,299,Matt Brewing Company,Utica, NY
0.065,60.0,1135,Our Legacy IPA,American IPA,299,16.0,299,Matt Brewing Company,Utica, NY
0.05,12.0,773,Blueberry Blonde Ale,American Blonde Ale,299,12.0,299,Matt Brewing Company,Utica, NY
0.051,20.0,1578,Lahaina Town Brown,American Brown Ale,375,12.0,375,Maui Brewing Company,Lahaina, HI
0.06,24.0,690,Sobrehumano Palena'ole,American Amber / Red Ale,375,12.0,375,Maui Brewing Company,Lahaina, HI
0.05,12.0,547,La Perouse White,Witbier,375,12.0,375,Maui Brewing Company,Lahaina, HI
0.068,68.0,435,Flyin' HI.P.Hay,American IPA,375,12.0,375,Maui Brewing Company,Lahaina, HI
0.055,15.0,313,Mana Wheat,American Pale Wheat Ale,375,12.0,375,Maui Brewing Company,Lahaina, HI
0.045,18.0,33,Bikini Blonde Lager,Munich Helles Lager,375,12.0,375,Maui Brewing Company,Lahaina, HI
0.057,30.0,32,CoCoNut Porter,American Porter,375,12.0,375,Maui Brewing Company,Lahaina, HI
0.062,65.0,31,Big Swell IPA,American IPA,375,12.0,375,Maui Brewing Company,Lahaina, HI
0.037,34.0,1237,Pit Stop Chocolate Porter,American Porter,448,12.0,448,Mavericks Beer Company,Half Moon Bay, CA
0.037,21.0,1236,Pace Setter Belgian Style Wit,Witbier,448,12.0,448,Mavericks Beer Company,Half Moon Bay, CA
0.037,53.0,1047,Back in the Saddle Rye Pale Ale,American Pale Ale (APA),448,12.0,448,Mavericks Beer Company,Half Moon Bay, CA
0.072,75.0,2186,Tsunami IPA,American IPA,203,19.2,203,Mehana Brewing Co.,Hilo, HI
0.072,75.0,2185,Tsunami IPA,American IPA,203,12.0,203,Mehana Brewing Co.,Hilo, HI
0.042,22.0,2184,Humpback Blonde Ale,American Blonde Ale,203,12.0,203,Mehana Brewing Co.,Hilo, HI
0.052,27.0,2178,Hawaiian Crow Porter,American Porter,203,12.0,203,Mehana Brewing Co.,Hilo, HI
0.052,23.0,2177,Volcano Red Ale,American Amber / Red Ale,203,12.0,203,Mehana Brewing Co.,Hilo, HI
0.054,42.0,2176,Mauna Kea Pale Ale,American Pale Ale (APA),203,12.0,203,Mehana Brewing Co.,Hilo, HI
0.053,11.0,1508,Shark Bait,Fruit / Vegetable Beer,393,12.0,393,Miami Brewing Company,Miami, FL
0.053,30.0,1507,Gator Tail Brown Ale,American Brown Ale,393,12.0,393,Miami Brewing Company,Miami, FL
0.071,62.0,1506,Miami Vice IPA,American IPA,393,12.0,393,Miami Brewing Company,Miami, FL
0.053,16.0,1325,Big Rod Coconut Ale,American Blonde Ale,393,12.0,393,Miami Brewing Company,Miami, FL
0.063,61.0,2093,Pleasure Town,American IPA,223,12.0,223,Midnight Sun Brewing Company,Anchorage, AK
0.063,61.0,1814,Pleasure Town IPA,American IPA,223,12.0,223,Midnight Sun Brewing Company,Anchorage, AK
0.048,12.0,587,Snowshoe White Ale,Witbier,223,12.0,223,Midnight Sun Brewing Company,Anchorage, AK
0.05,24.0,586,Kodiak Brown Ale,American Brown Ale,223,12.0,223,Midnight Sun Brewing Company,Anchorage, AK
0.057,70.0,434,Sockeye Red IPA,American IPA,223,12.0,223,Midnight Sun Brewing Company,Anchorage, AK
0.08,100.0,2668,Habitus (2014),American Double / Imperial IPA,3,16.0,3,Mike Hess Brewing Company,San Diego, CA
0.075,85.0,2667,Solis,American IPA,3,16.0,3,Mike Hess Brewing Company,San Diego, CA
0.06,24.0,2666,Jucundus,Wheat Ale,3,16.0,3,Mike Hess Brewing Company,San Diego, CA
0.08,100.0,2664,Habitus,American Double / Imperial IPA,3,16.0,3,Mike Hess Brewing Company,San Diego, CA
0.063,30.0,2663,Grazias,Cream Ale,3,16.0,3,Mike Hess Brewing Company,San Diego, CA
0.0579999999999999,28.0,2662,Claritas,Kölsch,3,16.0,3,Mike Hess Brewing Company,San Diego, CA
0.043,8.0,2530,Daft Funk,Berliner Weissbier,65,24.0,65,Mikerphone Brewing,Chicago, IL
0.087,80.0,1884,Hop Freak,American Double / Imperial IPA,284,16.0,284,Milwaukee Brewing Company,Milwaukee, WI
0.051,24.0,1272,Louie's Demise Amber Ale,American Amber / Red Ale,284,16.0,284,Milwaukee Brewing Company,Milwaukee, WI
0.075,51.0,1080,Hop Happy,American IPA,284,16.0,284,Milwaukee Brewing Company,Milwaukee, WI
0.065,20.0,932,Booyah Farmhouse Ale,Saison / Farmhouse Ale,284,16.0,284,Milwaukee Brewing Company,Milwaukee, WI
0.048,18.0,172,Flaming Damsel Lager (2010),Vienna Lager,284,16.0,284,Milwaukee Brewing Company,Milwaukee, WI
0.051,24.0,171,Louie’s Demise Immort-Ale (2010),American Amber / Red Ale,284,16.0,284,Milwaukee Brewing Company,Milwaukee, WI
0.068,66.0,2441,Mission IPA,American IPA,98,32.0,98,Mission Brewery,San Diego, CA
0.048,44.0,1460,El Conquistador Extra Pale Ale,American Pale Ale (APA),98,32.0,98,Mission Brewery,San Diego, CA
0.092,75.0,1459,Shipwrecked Double IPA,American Double / Imperial IPA,98,32.0,98,Mission Brewery,San Diego, CA
0.075,85.0,2159,City of the Sun,American IPA,209,16.0,209,Modern Times Beer,San Diego, CA
0.068,75.0,2157,Booming Rollers,American IPA,209,16.0,209,Modern Times Beer,San Diego, CA
0.052,50.0,2156,Oneida,American Pale Ale (APA),209,16.0,209,Modern Times Beer,San Diego, CA
0.067,75.0,2154,Aurora ,American Amber / Red Ale,209,16.0,209,Modern Times Beer,San Diego, CA
0.055,30.0,1495,Lomaland,Saison / Farmhouse Ale,209,16.0,209,Modern Times Beer,San Diego, CA
0.047,46.0,1494,Fortunate Islands,American Pale Wheat Ale,209,16.0,209,Modern Times Beer,San Diego, CA
0.0579999999999999,40.0,1493,Black House,American Stout,209,16.0,209,Modern Times Beer,San Diego, CA
0.065,115.0,1492,Blazing World,American Amber / Red Ale,209,16.0,209,Modern Times Beer,San Diego, CA
0.0559999999999999,28.0,1907,Montauk Summer Ale,American Blonde Ale,276,12.0,276,Montauk Brewing Company,Montauk, NY
0.06,49.0,1906,Driftwood Ale,Extra Special / Strong Bitter (ESB),276,12.0,276,Montauk Brewing Company,Montauk, NY
0.0559999999999999,18.0,1756,When Helles Freezes Over,Munich Helles Lager,326,12.0,326,Morgan Street Brewery,Saint Louis, MO
0.049,24.0,1617,Morgan Street Oktoberfest,Märzen / Oktoberfest,326,12.0,326,Morgan Street Brewery,Saint Louis, MO
0.047,14.0,1052,Honey Wheat,American Pale Wheat Ale,326,12.0,326,Morgan Street Brewery,Saint Louis, MO
0.046,24.0,1051,Black Bear Dark Lager,Schwarzbier,326,12.0,326,Morgan Street Brewery,Saint Louis, MO
0.05,35.0,1046,Golden Pilsner,German Pilsener,326,12.0,326,Morgan Street Brewery,Saint Louis, MO
0.052,21.0,2413,Cali Creamin',Cream Ale,111,12.0,111,Mother Earth Brew Company,Vista, CA
0.052,21.0,2237,Towhead,American Blonde Ale,188,12.0,188,Mother's Brewing,Springfield, MO
0.07,70.0,2208,Lil' Helper,American IPA,188,12.0,188,Mother's Brewing,Springfield, MO
0.053,10.0,421,Mustang Golden Ale,American Blonde Ale,366,12.0,366,Mustang Brewing Company,Mustang, OK
0.053,14.0,420,Washita Wheat,American Pale Wheat Ale,366,12.0,366,Mustang Brewing Company,Mustang, OK
0.037,10.0,2345,Gansett Light,Light Lager,143,16.0,143,Narragansett Brewing Company,Providence, RI
0.052,30.0,2224,Bohemian Pils,American Pilsner,143,16.0,143,Narragansett Brewing Company,Providence, RI
0.053,30.0,1775,Autocrat Coffee Milk Stout,Milk / Sweet Stout,143,16.0,143,Narragansett Brewing Company,Providence, RI
0.086,35.0,1291,Narragansett Bohemian Pilsner,German Pilsener,143,16.0,143,Narragansett Brewing Company,Providence, RI
0.042,24.0,1093,Narragansett Summer Ale,American Pale Wheat Ale,143,12.0,143,Narragansett Brewing Company,Providence, RI
0.05,22.0,580,Narragansett Cream Ale,Cream Ale,143,16.0,143,Narragansett Brewing Company,Providence, RI
0.042,24.0,403,Narragansett Summer Ale,American Pale Wheat Ale,143,16.0,143,Narragansett Brewing Company,Providence, RI
0.07,22.0,316,Narragansett Porter,American Porter,143,16.0,143,Narragansett Brewing Company,Providence, RI
0.065,32.0,315,Narragansett Bock,Bock,143,16.0,143,Narragansett Brewing Company,Providence, RI
0.055,15.0,314,Narragansett Fest Lager,Märzen / Oktoberfest,143,16.0,143,Narragansett Brewing Company,Providence, RI
0.085,86.0,1265,Old Grogham Imperial India Pale Ale,American Double / Imperial IPA,387,16.0,387,Natian Brewery,Portland, OR
0.085,86.0,747,Old Grogham Imperial India Pale Ale (2012),American Double / Imperial IPA,387,16.0,387,Natian Brewery,Portland, OR
0.061,11.0,1705,Wick For Brains,Pumpkin Ale,337,12.0,337,Nebraska Brewing Company,Papillion, NE
0.065,65.0,1148,Nebraska India Pale Ale,American IPA,337,12.0,337,Nebraska Brewing Company,Papillion, NE
0.048,10.0,1147,EOS Hefeweizen,Hefeweizen,337,12.0,337,Nebraska Brewing Company,Papillion, NE
0.048,15.0,1146,Brunette Nut Brown Ale,English Brown Ale,337,12.0,337,Nebraska Brewing Company,Papillion, NE
0.057,29.0,1145,Cardinal Pale Ale,American Pale Ale (APA),337,12.0,337,Nebraska Brewing Company,Papillion, NE
0.045,40.0,2475,Slow Ride,American IPA,82,12.0,82,New Belgium Brewing Company,Fort Collins, CO
0.065,70.0,2230,Ranger IPA,American IPA,82,12.0,82,New Belgium Brewing Company,Fort Collins, CO
0.05,29.0,1987,Shift,American Pale Lager,82,12.0,82,New Belgium Brewing Company,Fort Collins, CO
0.0559999999999999,21.0,1978,1554 Black Lager,Euro Dark Lager,82,12.0,82,New Belgium Brewing Company,Fort Collins, CO
0.052,18.0,1586,Fat Tire Amber Ale,American Amber / Red Ale,82,12.0,82,New Belgium Brewing Company,Fort Collins, CO
0.05,29.0,952,Shift (1),American Pale Lager,82,12.0,82,New Belgium Brewing Company,Fort Collins, CO
0.052,18.0,748,Fat Tire Amber Ale (2011),American Amber / Red Ale,82,12.0,82,New Belgium Brewing Company,Fort Collins, CO
0.05,29.0,578,Shift,American Pale Lager,82,16.0,82,New Belgium Brewing Company,Fort Collins, CO
0.065,70.0,564,Ranger IPA,American IPA,82,16.0,82,New Belgium Brewing Company,Fort Collins, CO
0.052,18.0,563,Fat Tire Amber Ale,American Amber / Red Ale,82,16.0,82,New Belgium Brewing Company,Fort Collins, CO
0.065,70.0,115,Ranger IPA (Current),American IPA,82,12.0,82,New Belgium Brewing Company,Fort Collins, CO
0.052,18.0,71,Fat Tire Amber Ale (2008),American Amber / Red Ale,82,12.0,82,New Belgium Brewing Company,Fort Collins, CO
0.034,6.0,1417,Weiss Trash Culture,Berliner Weissbier,410,12.0,410,New England Brewing Company,Woodbridge, CT
0.088,85.0,320,Gandhi-Bot Double IPA (12 oz.),American Double / Imperial IPA,410,12.0,410,New England Brewing Company,Woodbridge, CT
0.088,85.0,42,Gandhi-Bot Double IPA (16 oz.) (2010),American Double / Imperial IPA,410,16.0,410,New England Brewing Company,Woodbridge, CT
0.0559999999999999,20.0,2043,Skylight,Dunkelweizen,241,12.0,241,New Republic Brewing Company,College Station, TX
0.0559999999999999,30.0,2042,Kadigan,American Blonde Ale,241,12.0,241,New Republic Brewing Company,College Station, TX
0.052,50.0,2041,Dammit Jim!,American Amber / Red Ale,241,12.0,241,New Republic Brewing Company,College Station, TX
0.042,35.0,2050,Cream Ale,Cream Ale,238,12.0,238,Newburgh Brewing Company,Newburgh, NY
0.051,31.0,1622,Jam Session,American Pale Ale (APA),359,16.0,359,NoDa Brewing Company,Charlotte, NC
0.072,80.0,1621,Hop Drop 'N Roll IPA,American IPA,359,16.0,359,NoDa Brewing Company,Charlotte, NC
0.045,50.0,2692,Get Together,American IPA,0,16.0,0,NorthGate Brewing ,Minneapolis, MN
0.049,26.0,2691,Maggie's Leap,Milk / Sweet Stout,0,16.0,0,NorthGate Brewing ,Minneapolis, MN
0.048,19.0,2690,Wall's End,English Brown Ale,0,16.0,0,NorthGate Brewing ,Minneapolis, MN
0.06,38.0,2689,Pumpion,Pumpkin Ale,0,16.0,0,NorthGate Brewing ,Minneapolis, MN
0.06,25.0,2688,Stronghold,American Porter,0,16.0,0,NorthGate Brewing ,Minneapolis, MN
0.0559999999999999,47.0,2687,Parapet ESB,Extra Special / Strong Bitter (ESB),0,16.0,0,NorthGate Brewing ,Minneapolis, MN
0.063,42.0,1226,Three Skulls Ale Pale Ale,American Pale Ale (APA),450,16.0,450,Northwest Brewing Company,Pacific, WA
0.061,66.0,1258,5 Day IPA,American IPA,442,12.0,442,O'Fallon Brewery,O'Fallon, MO
0.051,7.0,128,O'Fallon Wheach,Fruit / Vegetable Beer,442,12.0,442,O'Fallon Brewery,O'Fallon, MO
0.067,70.0,2331,Watershed IPA,American IPA,150,12.0,150,Oakshire Brewing,Eugene, OR
0.054,24.0,1669,Oakshire Amber Ale,American Amber / Red Ale,150,12.0,150,Oakshire Brewing,Eugene, OR
0.0579999999999999,27.0,1668,Overcast Espresso Stout,American Stout,150,12.0,150,Oakshire Brewing,Eugene, OR
0.067,70.0,999,Watershed IPA (2013),American IPA,150,12.0,150,Oakshire Brewing,Eugene, OR
0.0819999999999999,25.0,2247,Lake Monster,Baltic Porter,184,16.0,184,Oasis Texas Brewing Company,Austin, TX
0.049,27.0,2071,London Homesick Ale,English Bitter,184,12.0,184,Oasis Texas Brewing Company,Austin, TX
0.048,35.0,2070,Luchesa Lager,Keller Bier / Zwickel Bier,184,12.0,184,Oasis Texas Brewing Company,Austin, TX
0.048,35.0,2069,Slow Ride,American Pale Ale (APA),184,12.0,184,Oasis Texas Brewing Company,Austin, TX
0.092,72.0,2335,Perpetual Darkness,Belgian Strong Dark Ale,148,12.0,148,Odyssey Beerwerks,Arvada, CO
0.087,29.0,2334,Clan Warrior,Scotch Ale / Wee Heavy,148,12.0,148,Odyssey Beerwerks,Arvada, CO
0.054,36.0,2333,Psycho Penguin Vanilla Porter,American Porter,148,12.0,148,Odyssey Beerwerks,Arvada, CO
0.095,19.0,1059,The Hole in Hadrian's Wall,Scottish Ale,471,16.0,471,Okoboji Brewing Company,Spirit Lake, IA
0.065,26.0,1058,33 Select Brown Ale,American Brown Ale,471,16.0,471,Okoboji Brewing Company,Spirit Lake, IA
0.06,29.0,603,Midwest Charm Farmhouse Ale,Saison / Farmhouse Ale,471,16.0,471,Okoboji Brewing Company,Spirit Lake, IA
0.05,45.0,602,Boji Blue Pale Ale,American Pale Ale (APA),471,16.0,471,Okoboji Brewing Company,Spirit Lake, IA
0.057,26.0,601,Winter Games Select #32 Stout,American Stout,471,16.0,471,Okoboji Brewing Company,Spirit Lake, IA
0.05,23.0,600,Boji Beach Golden Rye Ale,Rye Beer,471,16.0,471,Okoboji Brewing Company,Spirit Lake, IA
0.065,65.0,1487,Falling Down Brown Ale,American Brown Ale,301,16.0,301,Old Forge Brewing Company,Danville, PA
0.046,20.0,1394,Old Forge Pumpkin Ale,Pumpkin Ale,301,16.0,301,Old Forge Brewing Company,Danville, PA
0.049,35.0,2302,Pinner Throwback IPA,American IPA,166,12.0,166,Oskar Blues Brewery,Longmont, CO
0.065,65.0,1444,Dale's Pale Ale,American Pale Ale (APA),166,12.0,166,Oskar Blues Brewery,Longmont, CO
0.065,65.0,1252,Dale's Pale Ale,American Pale Ale (APA),166,12.0,166,Oskar Blues Brewery,Longmont, CO
0.053,35.0,1167,Mama's Little Yella Pils,Czech Pilsener,166,19.2,166,Oskar Blues Brewery,Longmont, CO
0.065,65.0,955,Dale's Pale Ale,American Pale Ale (APA),166,19.2,166,Oskar Blues Brewery,Longmont, CO
0.065,65.0,892,Dale's Pale Ale (10 Year Anniversary),American Pale Ale (APA),166,12.0,166,Oskar Blues Brewery,Longmont, CO
0.065,65.0,828,Dale's Pale Ale (2012),American Pale Ale (APA),166,12.0,166,Oskar Blues Brewery,Longmont, CO
0.087,85.0,806,Gordon Imperial Red (2010),American Double / Imperial IPA,166,12.0,166,Oskar Blues Brewery,Longmont, CO
0.065,65.0,755,Dale's Pale Ale (2011),American Pale Ale (APA),166,12.0,166,Oskar Blues Brewery,Longmont, CO
0.065,65.0,754,Dale's Pale Ale (2010),American Pale Ale (APA),166,12.0,166,Oskar Blues Brewery,Longmont, CO
0.087,85.0,726,G'KNIGHT (16 oz.),American Double / Imperial IPA,166,16.0,166,Oskar Blues Brewery,Longmont, CO
0.08,70.0,585,HGH (Home Grown Hops): Part Duh,American Strong Ale,166,12.0,166,Oskar Blues Brewery,Longmont, CO
0.09,60.0,391,One Hit Wonder,American Double / Imperial IPA,166,12.0,166,Oskar Blues Brewery,Longmont, CO
0.087,85.0,388,G'KNIGHT (12 oz.),American Double / Imperial IPA,166,12.0,166,Oskar Blues Brewery,Longmont, CO
0.099,98.0,8,Ten Fidy Imperial Stout,Russian Imperial Stout,166,12.0,166,Oskar Blues Brewery,Longmont, CO
0.053,35.0,7,Mama's Little Yella Pils,Czech Pilsener,166,12.0,166,Oskar Blues Brewery,Longmont, CO
0.099,100.0,6,GUBNA Imperial IPA,American Double / Imperial IPA,166,12.0,166,Oskar Blues Brewery,Longmont, CO
0.08,35.0,5,Old Chub,Scottish Ale,166,12.0,166,Oskar Blues Brewery,Longmont, CO
0.087,85.0,4,Gordon Ale (2009),American Double / Imperial IPA,166,12.0,166,Oskar Blues Brewery,Longmont, CO
0.065,65.0,1,Dale's Pale Ale,American Pale Ale (APA),166,12.0,166,Oskar Blues Brewery,Longmont, CO
0.092,85.0,805,Gordon (2005),American Double / Imperial IPA,503,12.0,503,Oskar Blues Brewery,Lyons, CO
0.095,98.0,804,Ten Fidy Imperial Stout (2008),Russian Imperial Stout,503,12.0,503,Oskar Blues Brewery,Lyons, CO
0.099,98.0,803,Ten Fidy Imperial Stout (2007),Russian Imperial Stout,503,12.0,503,Oskar Blues Brewery,Lyons, CO
0.08,35.0,787,Old Chub (2008),Scottish Ale,503,12.0,503,Oskar Blues Brewery,Lyons, CO
0.08,35.0,786,Old Chub (2004),Scottish Ale,503,12.0,503,Oskar Blues Brewery,Lyons, CO
0.08,35.0,785,Old Chub (2003),Scottish Ale,503,12.0,503,Oskar Blues Brewery,Lyons, CO
0.065,65.0,745,Dale's Pale Ale (2008),American Pale Ale (APA),503,12.0,503,Oskar Blues Brewery,Lyons, CO
0.065,65.0,744,Dale's Pale Ale (2006),American Pale Ale (APA),503,12.0,503,Oskar Blues Brewery,Lyons, CO
0.065,65.0,743,Dale's Pale Ale (2004),American Pale Ale (APA),503,12.0,503,Oskar Blues Brewery,Lyons, CO
0.065,65.0,742,Dale's Pale Ale (2003),American Pale Ale (APA),503,12.0,503,Oskar Blues Brewery,Lyons, CO
0.065,65.0,741,Dale's Pale Ale (2002),American Pale Ale (APA),503,12.0,503,Oskar Blues Brewery,Lyons, CO
0.087,60.0,733,Gordon Beer (2006),American Double / Imperial IPA,503,12.0,503,Oskar Blues Brewery,Lyons, CO
0.087,85.0,1533,G'KNIGHT,American Double / Imperial IPA,389,12.0,389,Oskar Blues Brewery (North Carol...,Brevard, NC
0.099,98.0,1532,Ten Fidy,Russian Imperial Stout,389,12.0,389,Oskar Blues Brewery (North Carol...,Brevard, NC
0.08,85.0,1328,Deviant Dale's IPA,American Double / Imperial IPA,389,16.0,389,Oskar Blues Brewery (North Carol...,Brevard, NC
0.08,35.0,1175,Old Chub,Scottish Ale,389,12.0,389,Oskar Blues Brewery (North Carol...,Brevard, NC
0.065,65.0,1166,Dale's Pale Ale,American Pale Ale (APA),389,19.2,389,Oskar Blues Brewery (North Carol...,Brevard, NC
0.065,65.0,1065,Dale's Pale Ale,American Pale Ale (APA),389,12.0,389,Oskar Blues Brewery (North Carol...,Brevard, NC
0.055,45.0,1908,Fresh Slice White IPA,American White IPA,275,12.0,275,Otter Creek Brewing,Middlebury, VT
0.055,55.0,1946,Overgrown American Pale Ale,American Pale Ale (APA),261,12.0,261,Otter Creek Brewing,Waterbury, VT
0.04,39.0,1961,Ozark American Pale Ale,American Pale Ale (APA),259,12.0,259,Ozark Beer Company,Rogers, AR
0.052,23.0,1268,Rustic Red,Irish Red Ale,441,16.0,441,Pateros Creek Brewing Company,Fort Collins, CO
0.053,48.0,697,Stimulator Pale Ale,American Pale Ale (APA),441,16.0,441,Pateros Creek Brewing Company,Fort Collins, CO
0.045,22.0,696,Old Town Ale,Kölsch,441,16.0,441,Pateros Creek Brewing Company,Fort Collins, CO
0.044,28.0,695,Car 21,English Bitter,441,16.0,441,Pateros Creek Brewing Company,Fort Collins, CO
0.05,24.0,694,Cache La Porter,American Porter,441,16.0,441,Pateros Creek Brewing Company,Fort Collins, CO
0.042,35.0,1805,Rodeo Rye Pale Ale,American Pale Ale (APA),307,12.0,307,Payette Brewing Company,Garden City, ID
0.062,65.0,1048,Outlaw IPA,American IPA,307,12.0,307,Payette Brewing Company,Garden City, ID
0.048,35.0,890,Payette Pale Ale,American Pale Ale (APA),307,12.0,307,Payette Brewing Company,Garden City, ID
0.055,25.0,775,Mutton Buster,American Brown Ale,307,12.0,307,Payette Brewing Company,Garden City, ID
0.05,61.0,1930,Summer Session Ale,American Pale Wheat Ale,266,12.0,266,Peak Organic Brewing Company,Portland, ME
0.04,12.0,2238,Lobo Lito,Light Lager,187,12.0,187,Pedernales Brewing Company,Fredericksburg, TX
0.05,17.0,2144,Robert Earl Keen Honey Pils,American Pilsner,187,12.0,187,Pedernales Brewing Company,Fredericksburg, TX
0.065,77.0,2175,Mound Builder IPA,American IPA,205,12.0,205,People's Brewing Company,Lafayette, IN
0.062,62.0,2168,Amazon Princess IPA,American IPA,205,12.0,205,People's Brewing Company,Lafayette, IN
0.055,10.0,2633,Hotbox Brown,American Brown Ale,13,12.0,13,Perrin Brewing Company,Comstock Park, MI
0.048,15.0,2632,Gold,American Blonde Ale,13,12.0,13,Perrin Brewing Company,Comstock Park, MI
0.065,65.0,2630,98 Problems (Cuz A Hop Ain't One),American IPA,13,12.0,13,Perrin Brewing Company,Comstock Park, MI
0.05,40.0,2629,Veteran’s Pale Ale (VPA),American Pale Ale (APA),13,12.0,13,Perrin Brewing Company,Comstock Park, MI
0.05,35.0,2628,Grapefruit IPA,American IPA,13,12.0,13,Perrin Brewing Company,Comstock Park, MI
0.0409999999999999,12.0,2635,Sparkle,American Pale Lager,11,16.0,11,Petoskey Brewing,Petoskey, MI
0.059,25.0,1404,North 45 Amber Ale,American Amber / Red Ale,11,16.0,11,Petoskey Brewing,Petoskey, MI
0.069,20.0,1403,Horny Monk,Dubbel,11,16.0,11,Petoskey Brewing,Petoskey, MI
0.067,74.0,1402,Mind's Eye PA,American IPA,11,16.0,11,Petoskey Brewing,Petoskey, MI
0.061,60.0,2312,Camelback,American IPA,157,12.0,157,Phoenix Ale Brewery,Phoenix, AZ
0.07,75.0,1384,Elephant Rock IPA,American IPA,355,12.0,355,Pikes Peak Brewing Company,Monument, CO
0.06,20.0,1791,Hot Date Ale,Chile Beer,314,16.0,314,Piney River Brewing Company,Bucryus, MO
0.06,24.0,1491,Sweet Potato Ale,Fruit / Vegetable Beer,314,16.0,314,Piney River Brewing Company,Bucryus, MO
0.045,18.0,1335,Float Trip Ale,American Blonde Ale,314,16.0,314,Piney River Brewing Company,Bucryus, MO
0.055,25.0,847,Old Tom Porter,American Porter,314,16.0,314,Piney River Brewing Company,Bucryus, MO
0.045,18.0,846,Black Walnut Wheat,American Dark Wheat Ale,314,16.0,314,Piney River Brewing Company,Bucryus, MO
0.055,20.0,521,McKinney Eddy Amber Ale,American Amber / Red Ale,314,16.0,314,Piney River Brewing Company,Bucryus, MO
0.07,70.0,479,Missouri Mule India Pale Ale,American IPA,314,16.0,314,Piney River Brewing Company,Bucryus, MO
0.069,51.0,1760,GreyBeard™ IPA,American IPA,324,12.0,324,Pisgah Brewing Company,Black Mountain, NC
0.057,31.0,1759,Pisgah Pale Ale,American Pale Ale (APA),324,12.0,324,Pisgah Brewing Company,Black Mountain, NC
0.054,45.0,2553,Mazzie,American Pale Ale (APA),55,12.0,55,Pollyanna Brewing Company,Lemont, IL
0.059,14.0,2360,Morning Wood Wheat (Current),American Pale Wheat Ale,135,12.0,135,Pug Ryan's Brewery,Dillon, CO
0.069,17.0,1463,Hideout Helles,Munich Helles Lager,135,12.0,135,Pug Ryan's Brewery,Dillon, CO
0.06,15.0,1462,Dead Eye Dunkel,Munich Dunkel Lager,135,12.0,135,Pug Ryan's Brewery,Dillon, CO
0.0579999999999999,21.0,1461,Peacemaker Pilsner,Czech Pilsener,135,12.0,135,Pug Ryan's Brewery,Dillon, CO
0.057,68.0,711,Over the Rail Pale Ale,American Pale Ale (APA),135,12.0,135,Pug Ryan's Brewery,Dillon, CO
0.0579999999999999,21.0,188,Pallavicini Pilsner (2009),Czech Pilsener,135,12.0,135,Pug Ryan's Brewery,Dillon, CO
0.059,14.0,130,Morning Wood Wheat (Current),American Pale Wheat Ale,135,12.0,135,Pug Ryan's Brewery,Dillon, CO
0.052,18.0,399,Pyramid Hefeweizen (2011),Hefeweizen,544,12.0,544,Pyramid Breweries,Seattle, WA
0.052,18.0,82,Haywire Hefeweizen (2010),Hefeweizen,544,16.0,544,Pyramid Breweries,Seattle, WA
