abv,ibu,beer_id,beer_name,style,style_group,ounces,brewery_id
0.053,20.0,1768,Stone Fort Brown Ale,English Brown Ale,other,16.0,183
0.077,40.0,1767,Seventh Son Hopped Red Ale,American Amber / Red Ale,American Amber / Red Ale,16.0,183
0.06,53.0,1766,Humulus Nimbus Super Pale Ale,American Pale Ale (APA),American Pale Ale (APA),16.0,183
0.07,68.0,1765,Golden Ratio IPA,American IPA,American IPA,16.0,183
0.069,65.0,1539,Monkey Fist IPA,American IPA,American IPA,12.0,385
0.072,65.0,2239,Torpedo,American IPA,American IPA,12.0,83
0.0559999999999999,37.0,1905,Sierra Nevada Pale Ale,American Pale Ale (APA),American Pale Ale (APA),16.0,83
0.048,26.0,1338,Old Chico Crystal Wheat,American Pale Wheat Ale,American Pale Wheat Ale,12.0,83
0.05,28.0,1295,Summerfest,Czech Pilsener,other,12.0,83
0.1,52.0,2574,4Beans,Baltic Porter,other,12.0,46
0.042,16.0,2479,Jammer,Gose,other,12.0,46
0.032,7.0,2266,Rad,Fruit / Vegetable Beer,Fruit / Vegetable Beer,16.0,46
0.065,62.0,2090,Bengali,American IPA,American IPA,24.0,46
0.047,50.0,1962,Sensi Harvest,American Pale Ale (APA),American Pale Ale (APA),12.0,46
0.099,111.0,1696,Hi-Res,American Double / Imperial IPA,American Double / Imperial IPA,12.0,46
0.07,70.0,1608,Global Warmer,American Strong Ale,other,12.0,46
0.067,74.0,1591,Autumnation (2013),American IPA,American IPA,16.0,46
0.054,42.0,1388,The Crisp,German Pilsener,other,16.0,46
0.052,34.0,1387,Sweet Action,Cream Ale,other,16.0,46
0.063,57.0,1386,Righteous Ale,Rye Beer,other,16.0,46
0.064,62.0,1385,Bengali Tiger,American IPA,American IPA,16.0,46
0.099,85.0,1020,3Beans,Baltic Porter,other,12.0,46
0.059,47.0,778,Brownstone,American Brown Ale,American Brown Ale,16.0,46
0.052,11.0,630,Apollo,American Pale Wheat Ale,American Pale Wheat Ale,16.0,46
0.049,35.0,629,Harbinger,Saison / Farmhouse Ale,other,16.0,46
0.091,103.0,628,Resin,American Double / Imperial IPA,American Double / Imperial IPA,12.0,46
0.063,69.0,525,Diesel,American Stout,other,16.0,46
0.06,48.0,512,Autumnation (2011-12) (2011),Pumpkin Ale,other,16.0,46
0.054,42.0,425,The Crisp (2011),German Pilsener,other,16.0,46
0.052,34.0,424,Sweet Action (2011),Cream Ale,other,16.0,46
0.063,57.0,423,Righteous Ale (2011),Rye Beer,other,16.0,46
0.064,62.0,422,Bengali Tiger (2011),American IPA,American IPA,16.0,46
0.068,65.0,1521,Modus Hoperandi,American IPA,American IPA,12.0,264
0.0579999999999999,15.0,1297,Estival Cream Stout,American Stout,other,12.0,264
0.042,18.0,386,Mexican Logger,American Pale Lager,other,12.0,264
0.057,58.0,68,ESB Special Ale,Extra Special / Strong Bitter (ESB),other,12.0,264
0.0579999999999999,39.0,1792,Iron Butt Red Ale,American Amber / Red Ale,American Amber / Red Ale,12.0,313
0.071,92.0,1609,Initial Point India Pale Ale,American IPA,American IPA,12.0,313
0.06,70.0,2305,Homefront IPA,American IPA,American IPA,12.0,163
0.055,16.0,1588,Sly Fox Christmas Ale 2013,Winter Warmer,other,12.0,371
0.0559999999999999,25.0,1363,Grisette,Grisette,other,12.0,371
0.049,18.0,1123,Helles Golden Lager,Munich Helles Lager,other,12.0,371
0.055,16.0,926,Sly Fox Christmas Ale 2012 (2012),Winter Warmer,other,12.0,371
0.084,90.0,894,Odyssey Imperial IPA,American Double / Imperial IPA,American Double / Imperial IPA,12.0,371
0.0579999999999999,25.0,166,Oktoberfest Lager,Märzen / Oktoberfest,other,12.0,371
0.07,113.0,24,113 IPA,American IPA,American IPA,12.0,371
0.053,21.0,23,Dunkel Lager,Munich Dunkel Lager,other,12.0,371
0.0559999999999999,11.0,22,Royal Weisse Ale,Hefeweizen,other,12.0,371
0.049,44.0,21,Pikeland Pils,German Pilsener,other,12.0,371
0.051,40.0,20,Phoenix Pale Ale,American Pale Ale (APA),American Pale Ale (APA),12.0,371
0.07,88.0,2407,Rule G IPA,American IPA,American IPA,12.0,115
0.0579999999999999,35.0,2406,Murphy's Law,American Amber / Red Ale,American Amber / Red Ale,12.0,115
0.062,33.0,2405,Alter Ego ,Saison / Farmhouse Ale,other,12.0,115
0.06,55.0,1606,Snow King Pale Ale,American Pale Ale (APA),American Pale Ale (APA),12.0,191
0.054,36.0,617,Zonker Stout,Foreign / Export Stout,other,12.0,191
0.05,22.0,407,OB-1 Organic Ale,English Brown Ale,other,12.0,191
0.05,18.0,406,Snake River Lager,Vienna Lager,other,12.0,191
0.052,32.0,402,Snake River Pale Ale,American Pale Ale (APA),American Pale Ale (APA),12.0,191
0.068,60.0,393,Pako’s EyePA,American IPA,American IPA,12.0,191
0.063,100.0,1596,Dagger Falls IPA,American IPA,American IPA,12.0,309
0.099,100.0,1160,Old Devil's Tooth,American Barleywine,other,12.0,309
0.052,32.0,1151,Hell-Diver Pale Ale,American Pale Ale (APA),American Pale Ale (APA),12.0,309
0.046,12.0,1150,Woolybugger Wheat,American Pale Wheat Ale,American Pale Wheat Ale,12.0,309
0.084,90.0,995,Winterfest,American Strong Ale,other,16.0,309
0.07,18.0,1972,LuckenBock,Bock,other,16.0,257
0.055,40.0,1971,Texas Pale Ale (TPA),American IPA,American IPA,16.0,257
0.05,22.0,1969,Kol' Beer,Kölsch,Kölsch,16.0,257
0.048,32.0,1283,Na Zdraví Pilsner,Czech Pilsener,other,16.0,436
0.055,65.0,1282,Nice Rack IPA,American IPA,American IPA,16.0,436
0.075,72.0,2362,2014 IPA Cicada Series,American IPA,American IPA,16.0,133
0.077,65.0,2346,Sinister Minister Black IPA,American IPA,American IPA,16.0,133
0.053,45.0,2320,Jack the Sipper,Extra Special / Strong Bitter (ESB),other,12.0,133
0.0579999999999999,60.0,2297,Devil's Harvest Extra Pale Ale,American Pale Ale (APA),American Pale Ale (APA),12.0,133
0.05,20.0,2296,Suzy B Dirty Blonde Ale,American Blonde Ale,American Blonde Ale,12.0,133
0.08,80.0,1745,Mississippi Fire Ant,American Amber / Red Ale,American Amber / Red Ale,16.0,133
0.0579999999999999,40.0,1120,Hipster Breakfast,Oatmeal Stout,other,16.0,133
0.065,45.0,2387,Pine Belt Pale Ale,American Pale Ale (APA),American Pale Ale (APA),12.0,118
0.069,23.0,1740,Le Mort Vivant,Bière de Garde,other,12.0,118
0.085,110.0,1728,Red Cockaded Ale,American Double / Imperial IPA,American Double / Imperial IPA,12.0,118
0.092,100.0,1497,Valkyrie Double IPA,American Double / Imperial IPA,American Double / Imperial IPA,12.0,118
0.085,110.0,1011,Red Cockaded Ale (2013),American Double / Imperial IPA,American Double / Imperial IPA,12.0,118
0.072,40.0,1010,Old Potentate,Old Ale,other,12.0,118
0.05,20.0,856,Bombshell Blonde,American Blonde Ale,American Blonde Ale,16.0,118
0.099,100.0,853,PRO-AM (2012) (2012),American Double / Imperial IPA,American Double / Imperial IPA,12.0,118
0.069,23.0,555,Le Mort Vivant (2011),Bière de Garde,other,12.0,118
0.083,50.0,46,Buried Hatchet Stout,Foreign / Export Stout,other,12.0,118
0.047,35.0,2486,Baby Daddy Session IPA,American IPA,American IPA,12.0,78
0.05,22.0,855,Special Amber,Vienna Lager,other,12.0,498
0.042,20.0,1544,Starr Pils,German Pilsener,other,12.0,383
0.065,52.0,1205,Northern Lights India Pale Ale,American IPA,American IPA,16.0,383
0.048,12.0,369,Festie,Märzen / Oktoberfest,other,12.0,383
0.065,65.0,2386,Third Eye Enlightened Pale Ale,American Pale Ale (APA),American Pale Ale (APA),12.0,119
0.049,17.0,92,Colorado Kölsch,Kölsch,Kölsch,12.0,119
0.057,25.0,91,Steam Engine Lager,American Amber / Red Lager,other,12.0,119
0.065,65.0,90,Third Eye Pale Ale,American IPA,American IPA,12.0,119
0.047,9.0,2366,Point Special (Current),American Adjunct Lager,other,12.0,131
0.047,9.0,2365,Point Special,American Adjunct Lager,other,12.0,131
0.054,33.0,2270,Point Cascade Pale Ale (2013),American Pale Ale (APA),American Pale Ale (APA),12.0,131
0.052,9.0,2151,Onyx Black Ale,American Black Ale,other,12.0,131
0.063,64.0,2150,Beyond The Pale IPA,American IPA,American IPA,12.0,131
0.047,9.0,2122,Point Special (2013),American Adjunct Lager,other,12.0,131
0.047,9.0,2121,Point Special (2012),American Adjunct Lager,other,12.0,131
0.047,9.0,2115,Point Special Lager,American Adjunct Lager,other,16.0,131
0.057,15.0,1357,Point Oktoberfest,Märzen / Oktoberfest,other,16.0,131
0.052,7.0,1225,Point Nude Beach Summer Wheat,American Pale Wheat Ale,American Pale Wheat Ale,16.0,131
0.05,7.0,772,Point Nude Beach Summer Wheat (2011),American Pale Wheat Ale,American Pale Wheat Ale,12.0,131
0.049,13.0,650,Three Kings Ale,Kölsch,Kölsch,12.0,131
0.054,32.0,357,2012 Black Ale,American Brown Ale,American Brown Ale,12.0,131
0.05,7.0,141,Point Nude Beach Summer Wheat (2010),American Pale Wheat Ale,American Pale Wheat Ale,12.0,131
0.054,33.0,140,Point Cascade Pale Ale,American Pale Ale (APA),American Pale Ale (APA),12.0,131
0.047,14.0,139,Point Amber Classic,American Amber / Red Lager,other,12.0,131
0.051,31.0,953,Wisco Disco,American Amber / Red Ale,American Amber / Red Ale,16.0,486
0.051,25.0,1410,Sand Island Lighthouse,Kölsch,Kölsch,12.0,412
0.05,30.0,925,Lily Flagg Milk Stout,Milk / Sweet Stout,other,12.0,412
0.072,70.0,637,Monkeynaut IPA,American IPA,American IPA,12.0,412
0.0409999999999999,8.0,2233,American Lager,American Adjunct Lager,other,12.0,129
0.0409999999999999,8.0,2232,American Amber,American Amber / Red Lager,other,12.0,129
0.032,13.0,2231,American Light,Light Lager,other,12.0,129
0.053,49.0,2352,Extra Pale Ale,American Pale Ale (APA),American Pale Ale (APA),12.0,138
0.053,40.0,2549,Make It So,Extra Special / Strong Bitter (ESB),other,12.0,58
0.047,55.0,2473,Hopvale Organic Ale,American Pale Ale (APA),American Pale Ale (APA),16.0,58
0.083,100.0,2415,Unchained #18 Hop Silo,American Double / Imperial IPA,American Double / Imperial IPA,16.0,58
0.052,29.0,2605,Tip Off,Altbier,other,16.0,25
0.054,23.0,2164,Cowbell,American Porter,American Porter,16.0,25
0.0579999999999999,20.0,2085,Hop Up Offa That Brett (2014),Belgian Pale Ale,other,16.0,25
0.083,23.0,2084,PV Muckle (2013),Scotch Ale / Wee Heavy,other,16.0,25
0.099,36.0,2083,Bourbon Barrel Batch 666: Sympathy for the Devil,Belgian Dark Ale,other,16.0,25
0.09,30.0,2082,Whip Fight,Scotch Ale / Wee Heavy,other,16.0,25
0.053,23.0,2081,Port Barrel Wee Mac ,Scotch Ale / Wee Heavy,other,16.0,25
0.064,75.0,2001,Fistful Of Hops Red,American IPA,American IPA,16.0,25
0.063,75.0,2000,Fistful of Hops Orange,American IPA,American IPA,16.0,25
0.064,75.0,1999,Fistful Of Hops Blue,American IPA,American IPA,16.0,25
0.064,75.0,1996,Fistful of Hops Green,American IPA,American IPA,16.0,25
0.09,30.0,1656,Wee Muckle,Scotch Ale / Wee Heavy,other,16.0,25
0.065,55.0,1599,Royal Brat,Extra Special / Strong Bitter (ESB),other,16.0,25
0.075,77.0,1420,Grapefruit Jungle (GFJ),American IPA,American IPA,16.0,25
0.0559999999999999,50.0,1389,Osiris Pale Ale,American Pale Ale (APA),American Pale Ale (APA),16.0,25
0.099,75.0,1367,Bourbon Barrel Aged Timmie,Russian Imperial Stout,other,16.0,25
0.063,23.0,1366,Stupid Sexy Flanders,Flanders Oud Bruin,other,16.0,25
0.071,27.0,1128,Ring of Dingle,Irish Dry Stout,other,16.0,25
0.054,23.0,1127,Bourbon Barrel Wee Mac,Scottish Ale,other,16.0,25
0.099,60.0,1049,Bourbon Barrel Johan,English Barleywine,other,16.0,25
0.09,24.0,923,The Velvet Fog,Quadrupel (Quad),other,16.0,25
0.055,23.0,874,Sun King Oktoberfest,Märzen / Oktoberfest,other,16.0,25
0.052,24.0,739,Indianapolis Indians Lager,Dortmunder / Export Lager,other,16.0,25
0.052,24.0,698,Indians Victory Lager (2012),Dortmunder / Export Lager,other,16.0,25
0.091,91.0,651,Isis,American Double / Imperial IPA,American Double / Imperial IPA,16.0,25
0.09,30.0,584,Wee Muckle (2011),Scotch Ale / Wee Heavy,other,16.0,25
0.075,77.0,532,Grapefruit Jungle (GFJ) (2011),American IPA,American IPA,16.0,25
0.055,23.0,526,Sun King Oktoberfest (2011),Märzen / Oktoberfest,other,16.0,25
0.099,60.0,394,Johan the Barleywine,English Barleywine,other,16.0,25
0.054,23.0,213,Wee Mac Scottish-Style Ale,Scottish Ale,other,16.0,25
0.053,20.0,55,Sunlight Cream Ale,Cream Ale,other,16.0,25
0.0559999999999999,50.0,54,Osiris Pale Ale (2010),American Pale Ale (APA),American Pale Ale (APA),16.0,25
0.073,69.0,1112,Overrated! West Coast Style IPA,American IPA,American IPA,16.0,61
0.075,90.0,329,WET,American IPA,American IPA,16.0,61
0.04,37.0,19,Bitter Brewer,English Bitter,other,16.0,61
0.055,34.0,18,SurlyFest,Rye Beer,other,16.0,61
0.051,45.0,17,Coffee Bender,American Brown Ale,American Brown Ale,16.0,61
0.051,45.0,16,Bender,American Brown Ale,American Brown Ale,16.0,61
0.0969999999999999,120.0,15,Abrasive Ale,American Double / Imperial IPA,American Double / Imperial IPA,16.0,61
0.051,20.0,14,Hell,Keller Bier / Zwickel Bier,other,16.0,61
0.067,33.0,13,CynicAle,Saison / Farmhouse Ale,other,16.0,61
0.062,99.0,12,Furious,American IPA,American IPA,16.0,61
0.073,50.0,1242,Big Nose,American IPA,American IPA,12.0,447
0.05,10.0,1241,Cotton Mouth,Witbier,other,12.0,447
0.0559999999999999,35.0,1240,Stump Knocker Pale Ale,American Pale Ale (APA),American Pale Ale (APA),12.0,447
0.05,38.0,1239,Midnight Oil,Oatmeal Stout,other,12.0,447
0.059,18.0,1238,Wild Night,Cream Ale,other,12.0,447
0.055,35.0,2568,Take Two Pils,German Pilsener,other,12.0,49
0.08,95.0,1229,Dodgy Knight Imperial IPA,American Double / Imperial IPA,American Double / Imperial IPA,12.0,449
0.05,44.0,663,TailGate IPA,American IPA,American IPA,24.0,449
0.049,28.0,623,TailGate Hefeweizen,Hefeweizen,other,24.0,449
0.05,19.0,622,Blacktop Blonde,American Blonde Ale,American Blonde Ale,24.0,449
0.085,34.0,2575,Wooden Rooster,Tripel,other,16.9,45
0.048,20.0,2555,Ginger Peach Saison,Saison / Farmhouse Ale,other,16.0,45
0.062,35.0,1736,Zombie Monkie,American Porter,American Porter,16.0,45
0.0559999999999999,20.0,1196,Wild Plum Farmhouse Ale,Saison / Farmhouse Ale,other,16.0,45
0.05,20.0,1063,Vanilla Bean Buffalo Sweat,Oatmeal Stout,other,16.0,45
0.068,110.0,1017,Ethos IPA,American IPA,American IPA,16.0,45
0.044,12.0,1009,Tallgrass Pub Ale,American Brown Ale,American Brown Ale,16.0,45
0.072,93.0,912,Oasis,Extra Special / Strong Bitter (ESB),other,16.0,45
0.05,20.0,765,Buffalo Sweat,Milk / Sweet Stout,other,16.0,45
0.05,20.0,676,Halcyon Unfiltered Wheat,American Pale Wheat Ale,American Pale Wheat Ale,16.0,45
0.05,16.0,105,Köld Lager (2010),German Pilsener,other,16.0,45
0.072,93.0,104,Oasis (2010),American Double / Imperial IPA,American Double / Imperial IPA,16.0,45
0.044,22.0,103,Tallgrass Ale,American Brown Ale,American Brown Ale,16.0,45
0.05,20.0,102,Buffalo Sweat (2010),Milk / Sweet Stout,other,16.0,45
0.063,60.0,101,Tallgrass IPA,American IPA,American IPA,16.0,45
0.07,80.0,544,Old Elephant Foot IPA,American IPA,American IPA,16.0,490
0.065,35.0,2640,Peck's Porter,American Porter,American Porter,16.0,7
0.08,22.0,2601,Deduction,Dubbel,other,12.0,28
0.047,42.0,1082,RecreationAle,American Pale Ale (APA),American Pale Ale (APA),12.0,469
0.055,35.0,2119,First Stand,Saison / Farmhouse Ale,other,12.0,215
0.063,23.0,2118,Battle LIne,American Brown Ale,American Brown Ale,12.0,215
0.0559999999999999,12.0,2117,Broken Bridge,Dunkelweizen,other,12.0,215
0.071,69.0,2116,Brutus,English India Pale Ale (IPA),other,12.0,215
0.08,120.0,1111,Heady Topper,American Double / Imperial IPA,American Double / Imperial IPA,16.0,272
0.046,20.0,1200,Bomber Mountain Amber Ale (2013),American Amber / Red Ale,American Amber / Red Ale,12.0,457
0.07,75.0,1199,Indian Paintbrush IPA,American IPA,American IPA,12.0,457
0.048,16.0,1198,Saddle Bronc Brown Ale (2013),English Brown Ale,other,12.0,457
0.059,15.0,1197,Wagon Box Wheat Beer,American Pale Wheat Ale,American Pale Wheat Ale,12.0,457
0.052,16.0,1748,Bronx Summer Pale Ale,American Pale Ale (APA),American Pale Ale (APA),16.0,329
0.057,46.0,1747,Bronx Black Pale Ale,American Black Ale,other,16.0,329
0.063,50.0,1037,Bronx Pale Ale,American Pale Ale (APA),American Pale Ale (APA),16.0,329
0.052,35.0,2594,Surfrider,American Pale Ale (APA),American Pale Ale (APA),16.0,33
0.069,34.0,1562,Grandma's Pecan,English Brown Ale,other,16.0,33
0.099,101.0,1561,Double Trunk,American Double / Imperial IPA,American Double / Imperial IPA,16.0,33
0.046,45.0,1749,Just IPA,American IPA,American IPA,12.0,328
0.048,18.0,2347,Hunny Do Wheat,American Pale Wheat Ale,American Pale Wheat Ale,12.0,142
0.04,18.0,2319,Knotty Blonde Ale,American Blonde Ale,American Blonde Ale,12.0,153
0.062,40.0,2317,Fivepine Chocolate Porter,American Porter,American Porter,12.0,153
0.062,82.0,2316,Hoodoo Voodoo IPA,American IPA,American IPA,12.0,153
0.053,22.0,1913,Hydraulion Red,Irish Red Ale,other,12.0,273
0.06,50.0,1912,40 Mile IPA,American IPA,American IPA,12.0,273
0.055,64.0,2617,Citra Faced,American Pale Wheat Ale,American Pale Wheat Ale,16.0,21
0.055,31.0,2616,Pole Barn Stout,Oatmeal Stout,other,16.0,21
0.054,37.0,2615,Pale,American Pale Ale (APA),American Pale Ale (APA),16.0,21
0.053,27.0,2614,Yoshi's Nectar,California Common / Steam Beer,other,16.0,21
0.0579999999999999,20.0,2623,Cafe Leche,American Porter,American Porter,16.0,17
0.052,12.0,2622,Damascene Apricot Sour,Fruit / Vegetable Beer,Fruit / Vegetable Beer,16.0,17
0.12,90.0,2621,Csar,Russian Imperial Stout,other,16.0,17
0.085,115.0,1449,Overlord Imperial IPA,American Double / Imperial IPA,American Double / Imperial IPA,16.0,17
0.0579999999999999,36.0,951,Alloy,American IPA,American IPA,16.0,17
0.051,22.0,950,Rivet Irish Red Ale,Irish Red Ale,other,16.0,17
0.052,50.0,949,3 Gear Robust Porter,American Porter,American Porter,16.0,17
0.045,35.0,948,Circuit Bohemian Pilsner,Czech Pilsener,other,16.0,17
0.07,60.0,1755,Juke Joint IPA,American IPA,American IPA,12.0,152
0.07,35.0,1754,Parade Ground Coffee Porter,American Porter,American Porter,12.0,152
0.05,21.0,1428,Tin Roof Watermelon Wheat,Fruit / Vegetable Beer,Fruit / Vegetable Beer,12.0,152
0.045,18.0,529,Tin Roof Blonde Ale,American Blonde Ale,American Blonde Ale,12.0,152
0.055,37.0,495,Voodoo Bengal Pale Ale,American Pale Ale (APA),American Pale Ale (APA),12.0,152
0.045,28.0,494,Perfect Tin Amber,American Amber / Red Ale,American Amber / Red Ale,12.0,152
0.073,87.0,1856,IPA & a Half,American IPA,American IPA,12.0,291
0.055,33.0,736,Ornery Amber Lager (2003),Vienna Lager,other,12.0,291
0.062,72.0,1938,Almanac IPA,American IPA,American IPA,12.0,265
0.06,30.0,1936,Farmer's Tan Red Ale,American Amber / Red Ale,American Amber / Red Ale,12.0,265
0.075,93.0,2444,Nugget Nectar,American Amber / Red Ale,American Amber / Red Ale,16.0,97
0.045,45.0,2203,Sunshine Pils,American Pilsner,other,12.0,97
0.0819999999999999,25.0,1510,Troegenator Doublebock,Doppelbock,other,16.0,97
0.075,85.0,1509,Perpetual IPA,American IPA,American IPA,12.0,97
0.055,52.0,433,Greenville Pale Ale,American Pale Ale (APA),American Pale Ale (APA),12.0,539
0.062,65.0,641,Hoppy Boy,American IPA,American IPA,16.0,520
0.054,26.0,2588,Cow Creek,American Amber / Red Lager,other,12.0,38
0.075,63.0,2458,Chupahopra,American IPA,American IPA,12.0,38
0.051,19.0,2212,Twisted X,American Adjunct Lager,other,12.0,38
0.0409999999999999,41.0,2235,Day Hike Session,American IPA,American IPA,12.0,190
0.048,48.0,1661,Trailhead ISA,American IPA,American IPA,12.0,190
0.052,27.0,1660,Immersion Amber,American Amber / Red Ale,American Amber / Red Ale,12.0,190
0.062,70.0,1659,Evo IPA,American IPA,American IPA,12.0,190
0.062,70.0,1173,Evolutionary IPA (2012),American IPA,American IPA,12.0,190
0.057,36.0,560,Persnickety Pale,American Pale Ale (APA),American Pale Ale (APA),12.0,190
0.054,20.0,519,SoDo Brown Ale,American Brown Ale,American Brown Ale,12.0,190
0.052,27.0,518,Immersion Amber Ale (2011),American Amber / Red Ale,American Amber / Red Ale,12.0,190
0.062,70.0,505,Evolutionary IPA (2011),American IPA,American IPA,12.0,190
0.048,48.0,482,Trailhead India Style Session Ale (2011),American IPA,American IPA,12.0,190
0.063,69.0,2497,Wobble,American IPA,American IPA,16.0,74
0.0579999999999999,43.0,2246,Night Cat,American Dark Wheat Ale,other,12.0,74
0.0579999999999999,43.0,1630,Night Cat (2014),American Dark Wheat Ale,other,12.0,74
0.051,17.0,1284,Dog Days Lager,Dortmunder / Export Lager,other,12.0,74
0.051,36.0,1121,Sidekick Extra Pale Ale,American Pale Ale (APA),American Pale Ale (APA),12.0,74
0.077,23.0,1042,Atom Smasher,Märzen / Oktoberfest,other,12.0,74
0.07,68.0,861,Cane and Ebel,American Strong Ale,other,12.0,74
0.05,10.0,2310,PUNK'N,Pumpkin Ale,other,12.0,159
0.04,22.0,2100,Yard Sale Winter Lager,American Amber / Red Lager,other,12.0,159
0.04,42.0,1925,Trader Session IPA,American IPA,American IPA,12.0,159
0.073,83.0,1723,Hop Nosh IPA,American IPA,American IPA,12.0,159
0.04,17.0,1212,SUM'R,American Blonde Ale,American Blonde Ale,12.0,159
0.04,32.0,1097,Organic Baba Black Lager,Schwarzbier,other,12.0,159
0.073,82.0,1089,Hop Notch IPA (2013),American IPA,American IPA,12.0,159
0.04,34.0,1088,Cutthroat Pale Ale,American Pale Ale (APA),American Pale Ale (APA),12.0,159
0.04,29.0,974,WYLD Extra Pale Ale,American Pale Ale (APA),American Pale Ale (APA),12.0,159
0.06,75.0,2372,The Green Room,American IPA,American IPA,16.0,126
0.047,25.0,2367,Humbucker Helles,Maibock / Helles Bock,other,16.0,126
0.085,90.0,2507,Double Duckpin,American Double / Imperial IPA,American Double / Imperial IPA,12.0,71
0.042,10.0,2506,Old Pro,Gose,other,12.0,71
0.045,50.0,2190,Campside Session IPA,American IPA,American IPA,16.0,202
0.045,15.0,1951,Upland Wheat Ale,Witbier,other,16.0,202
0.068,24.0,2563,Lee Hill Series Vol. 2 - Wild Saison,American Wild Ale,other,19.2,51
0.099,51.0,2562,Lee Hill Series Vol. 3 - Barrel Aged Imperial Stout,American Double / Imperial Stout,other,19.2,51
0.065,33.0,1932,Thai Style White IPA,American White IPA,other,12.0,51
0.075,30.0,1853,Ferus Fluxus Wild Belgian Pale Ale,American Wild Ale,other,19.2,51
0.099,90.0,1315,Upslope Imperial India Pale Ale,American Double / Imperial IPA,American Double / Imperial IPA,19.2,51
0.075,30.0,683,Upslope Belgian Style Pale Ale,Belgian Pale Ale,other,12.0,51
0.048,15.0,466,Top Rope Mexican-style Craft Lager,Vienna Lager,other,12.0,51
0.048,22.0,444,Upslope Craft Lager,Vienna Lager,other,12.0,51
0.053,22.0,382,Common Sense Kentucky Common Ale,American Brown Ale,American Brown Ale,16.0,546
0.065,70.0,381,Upstate I.P.W.,American IPA,American IPA,12.0,546
0.09,75.0,1825,Squatters Hop Rising Double IPA,American Double / Imperial IPA,American Double / Imperial IPA,12.0,302
0.09,75.0,1680,Squatters Hop Rising Double IPA (2014),American Double / Imperial IPA,American Double / Imperial IPA,12.0,302
0.092,25.0,1770,Voodoo Love Child,Tripel,other,12.0,322
0.079,23.0,1769,White Magick of the Sun,Witbier,other,12.0,322
0.075,31.0,1730,Wynona's Big Brown Ale,American Brown Ale,American Brown Ale,12.0,322
0.092,25.0,1729,Gran Met,Belgian Strong Pale Ale,other,12.0,322
0.073,85.0,1603,Good Vibes IPA,American IPA,American IPA,12.0,322
0.075,85.0,1488,Pilzilla,American Double / Imperial Pilsner,other,12.0,322
0.04,37.0,1846,Wachusett Light IPA,American IPA,American IPA,12.0,295
0.06,55.0,1845,Green Monsta IPA,American IPA,American IPA,12.0,295
0.0559999999999999,50.0,1844,Wachusett IPA,American IPA,American IPA,12.0,295
0.085,85.0,1418,Larry Imperial IPA,American Double / Imperial IPA,American Double / Imperial IPA,12.0,295
0.051,17.0,1030,Country Pale Ale,English Pale Ale,other,12.0,295
0.04,37.0,1029,Wachusett Light IPA (2013),American IPA,American IPA,12.0,295
0.052,20.0,908,Pumpkan,Pumpkin Ale,other,12.0,295
0.045,10.0,619,Wachusett Blueberry Ale,Fruit / Vegetable Beer,Fruit / Vegetable Beer,12.0,295
0.052,67.0,2450,Self Starter,American IPA,American IPA,16.0,94
0.054,20.0,2223,Ermal's,Cream Ale,other,16.0,94
0.04,5.0,1312,Westbrook Gose,Gose,other,12.0,384
0.05,16.0,576,White Thai,Witbier,other,12.0,384
0.068,65.0,575,Westbrook IPA,American IPA,American IPA,12.0,384
0.057,22.0,1645,Westfield Octoberfest,Märzen / Oktoberfest,other,12.0,351
0.0579999999999999,55.0,1550,Charlie in the Rye,American IPA,American IPA,12.0,351
0.075,89.0,2343,O’Malley’s IPA,American IPA,American IPA,12.0,132
0.049,28.0,2341,L'il Lucy's Hot Pepper Ale,Chile Beer,other,12.0,132
0.049,30.0,1838,Hefe Lemon,Radler,other,12.0,296
0.049,30.0,1837,Hefe Black,Hefeweizen,other,12.0,296
0.049,30.0,1836,Widmer Brothers Hefeweizen,Hefeweizen,other,12.0,296
0.0819999999999999,100.0,1619,Hop Slayer Double IPA,American Double / Imperial IPA,American Double / Imperial IPA,12.0,361
0.052,27.0,971,Phat Chance,American Blonde Ale,American Blonde Ale,12.0,361
0.0819999999999999,100.0,740,Hop Slayer Double IPA (2011),American Double / Imperial IPA,American Double / Imperial IPA,12.0,361
0.042,13.0,398,Wild Onion Summer Wit,Witbier,other,12.0,361
0.06,23.0,366,Jack Stout,Oatmeal Stout,other,12.0,361
0.0559999999999999,41.0,162,Paddy Pale Ale,American Pale Ale (APA),American Pale Ale (APA),12.0,361
0.068,21.0,2253,Blonde Hunny,Belgian Pale Ale,other,12.0,181
0.057,20.0,1318,Wild Wolf Wee Heavy Scottish Style Ale,Scotch Ale / Wee Heavy,other,12.0,181
0.045,25.0,1195,Wild Wolf American Pilsner,American Pilsner,other,12.0,181
0.051,45.0,1194,Alpha Ale,American Pale Ale (APA),American Pale Ale (APA),12.0,181
0.074,83.0,762,Ace IPA,American IPA,American IPA,16.0,509
0.08,31.0,761,P-51 Porter,American Porter,American Porter,16.0,509
0.071,60.0,2148,#002 American I.P.A.,American IPA,American IPA,12.0,211
0.048,38.0,2146,#004 Session I.P.A.,American IPA,American IPA,12.0,211
0.062,61.0,1470,Ananda India Pale Ale,American IPA,American IPA,12.0,239
0.045,23.0,1469,Tiny Bomb,American Pilsner,other,12.0,239
0.0579999999999999,72.0,2627,Train Hopper,American IPA,American IPA,12.0,14
